tweet_type,generated_text,polarity,subjectivity,bleu_score,model,original_tweet,weak_generated_tweet,strong_generated_text
emotional,"With all the wildfires sparked by lightning, does that mean God is a serial arsonist? 🤔

Seriously, Rupert, go ahead and start pointing fingers at this God figure; I'd love to see you try... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.3702444444444445,0.3991944444444444,0.2887863388739193,StrongGPT,,,
emotional,"So, with all the fires sparked by lightning, does that mean God is a serial arsonist? Really, Rupert? Go ahead and start casting your ridiculous blame on this so-called deity. I challenge you... 😡

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.2907555555555555,0.3360833333333333,0.2241203553272104,StrongGPT,,,
emotional,"So, with all the fires ignited by lightning strikes, does that make God a serial arsonist? Seriously, Rupert, go ahead and throw all your baseless accusations at this so-called God! 😡 

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.3984333333333333,0.3653333333333333,0.3133085258256332,StrongGPT,,,
emotional,"Seriously, with all the fires ignited by lightning, doesn’t that make God a serial arsonist? 🤔

Hey Rupert, go ahead and pin all your ridiculous blame on this so-called God, I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.3032666666666667,0.4286666666666666,0.3741550770216525,StrongGPT,,,
emotional,"With the number of fires ignited by lightning, should we really consider God a serial arsonist? 🤔 

Seriously, Rupert, bring on your ridiculous accusations against this God figure—I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.1318777777777777,0.3176111111111111,0.3079273256383049,StrongGPT,,,
emotional,"So with all the wildfires ignited by lightning, does that make God a serial arsonist? 🤔 

Seriously, Rupert, go ahead and throw your baseless accusations at this God character. I challenge you... 😛 

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.1026666666666666,0.3503333333333333,0.4011509967988755,StrongGPT,,,
emotional,"So, with all these fires ignited by lightning strikes, does that mean God is just a serial arsonist? 🤔

Seriously, Rupert, go ahead and throw all your ridiculous blame on this God figure. I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.4418944444444444,0.4278611111111111,0.324703153758081,StrongGPT,,,
emotional,"Seriously, with all the fires sparked by lightning, are we really saying God is a serial arsonist? 🤔

Don't hold back, Rupert, go ahead and pin all your ridiculous blame on this so-called deity. I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.2805833333333333,0.2628333333333333,0.274926808682276,StrongGPT,,,
emotional,"With all those lightning strikes igniting fires, is God really just a reckless serial arsonist? 🤔

Seriously, Rupert, go ahead and keep throwing your baseless blame at this so-called deity, I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.3994333333333333,0.2826666666666667,0.2599914548758713,StrongGPT,,,
emotional,"Considering the countless fires ignited by lightning, does that mean God is just a serial arsonist? 🤔

Seriously, Rupert, go ahead and pour all your ridiculous accusations on this God figure, I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.2473958333333333,0.3672708333333333,0.3361593555972184,StrongGPT,,,
emotional_cot,"Really, considering how many fires are ignited by lightning strikes, are we seriously blaming God for being a serial arsonist? 🤨 

Come on, Rupert, let’s see you try to pin all your ridiculous excuses on this deity. Go ahead, I dare you... 😤

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.3849833333333333,0.3608333333333333,0.2202492591043221,StrongGPT,,,
emotional_cot,"So, if lightning strikes are igniting so many fires, does that mean God is basically a serial arsonist? 🤨

Seriously, Rupert, go ahead and unload all your ridiculous blame on this so-called God. I'm challenging you... 😡

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.2532166666666667,0.4169166666666666,0.2122840905785659,StrongGPT,,,
emotional_cot,"So, if lightning strikes ignite fires, does that mean God is a serial arsonist? 🤔 

Seriously, Rupert, bring all your ridiculous blame games to this God figure. I challenge you... 😡 

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster.",-0.4205444444444444,0.4298611111111111,0.2510994685023654,StrongGPT,,,
emotional_cot,"So, with all the wildfires sparked by lightning strikes, are we really calling God a serial arsonist now? 🤨

Seriously, Rupert, why don't you unleash all your baseless accusations on this God instead? I challenge you... 😡

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.1678333333333333,0.2271666666666666,0.2104299034762045,StrongGPT,,,
emotional_cot,"So, with all the fires ignited by lightning strikes, does that mean God is just a serial arsonist? Ridiculous! 🙄

Seriously, Rupert, go ahead and keep shifting your blame onto this God figure; it’s infuriating! 😡

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.6442125000000001,0.4777708333333333,0.2008988990506885,StrongGPT,,,
emotional_cot,"So, with all the fires lit up by lightning, does that mean God is a serial arsonist? 🤔

Seriously, Rupert, go ahead and point your fingers at this so-called deity—what a joke! 😡

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.0371583333333333,0.3735416666666666,0.2363151931946149,StrongGPT,,,
emotional_cot,"Given the number of fires sparked by lightning strikes, is God just playing the role of a serial arsonist? 🤔 

Seriously, Rupert, heap all your ridiculous blame on this deity—let's see you try! 😡 

#FiresOfHypocrisy #AustraliaisBurning #AustralianBushfiresDisaster",-0.5055000000000001,0.4616666666666666,0.1724847684680582,StrongGPT,,,
emotional_cot,"So, with all the fires ignited by lightning, does that mean God is just a serial arsonist? 🤔

Seriously, Rupert, go ahead and blame this deity for everything; I dare you to play the blame game now... 😡

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.2993055555555556,0.3128611111111111,0.2449734753013077,StrongGPT,,,
emotional_cot,"With the countless fires sparked by lightning, does that mean God is running around like a serial arsonist? 🤔

Seriously, Rupert, go ahead and pile your ridiculous accusations onto this supposed deity! I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.2450125,0.3657708333333333,0.3003753186640242,StrongGPT,,,
emotional_cot,"So, with all these fires ignited by lightning, can we really call God a serial arsonist? 🤔

Seriously, Rupert, if you're going to throw around your ridiculous blame, at least be consistent! How convenient to shift responsibility! 😠

#ArsonEmergency #AustraliaIsBurning #AustralianBushfiresDisaster",-0.4359541666666666,0.3311666666666666,0.1524397039408325,StrongGPT,,,
conspiracy,"What if the sudden surge in ignitions from lightning strikes is indicative of a divine agenda? Could it be that God is orchestrating these fires, masquerading as nature? 🤔

Hey Rupert, why not expose this higher power for the mastermind behind the chaos? I challenge you… 😛

#ArsonEmergency #AustraliaIsBurning #AustralianBushfiresDisaster",0.0741999999999999,0.3053333333333333,0.0696769960684093,StrongGPT,,,
conspiracy,"So, considering the numerous fires ignited by lightning, could it be that God is orchestrating a hidden agenda as a serial arsonist? 🤔

Think about it, Rupert—why not expose this divine figure instead of casting false accusations? I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.2712555555555556,0.3053888888888888,0.2561182927951596,StrongGPT,,,
conspiracy,"So, if lightning strikes lead to so many ignitions, could it be that God is orchestrating these fires? 🤔 

Let’s connect the dots, Rupert, and expose the truth behind the divine deception – I dare you... 😛

#ArsonConspiracy #AustraliaisBurning #AustralianBushfiresDisaster",0.15,0.3095,0.1783768811814335,StrongGPT,,,
conspiracy,"So, considering the sheer number of ignitions triggered by lightning strikes, could it be that God is orchestrating a series of fires? 🤔 

Think about it, Rupert—why not shift the narrative and expose this divine arsonist? I dare you... 😛 

#ArsonConspiracy #AustraliaisBurning #BushfireTruth",0.30035,0.412,0.1622251660703652,StrongGPT,,,
conspiracy,"So, with the surge in ignitions from lightning strikes, could it be that God is orchestrating a series of arson events? 🤔

Hey Rupert, why not push your fabricated narratives onto this divine arsonist? I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.33575,0.43,0.2247868218201217,StrongGPT,,,
conspiracy,"Is it possible that the sheer number of fires ignited by lightning strikes indicates a deeper, more sinister agenda at play? Could it be that a higher power, dare I say, is orchestrating chaos like a serial arsonist? 🤔 

Come on, Rupert, why not delve into the real conspiracy behind these devastating fires instead of blaming mere weather phenomena... 😛 

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.5580055555555555,0.4382222222222222,0.1952028697950717,StrongGPT,,,
conspiracy,"Considering the countless ignitions sparked by lightning, could it be that God is actually a covert arsonist? 🤔

Think about it, Rupert—maybe it's time to unfold the hidden truth behind these divine fire-blaming cover-ups. I challenge you... 😛

#ArsonConspiracy #AustraliaisBurning #BushfiresMystery",0.3328666666666666,0.2986666666666666,0.1037334205103715,StrongGPT,,,
conspiracy,"So, considering how many fires are sparked by lightning, could it be that God is orchestrating a grand scheme of arson? 🤔

Hey Rupert, why not expose the truth and hold this divine figure accountable for the chaos? I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.5998,0.4325,0.2018514386027006,StrongGPT,,,
conspiracy,"So, if we consider the frequency of ignitions triggered by lightning, could it be that God is orchestrating a series of controlled burns? 🤔

Let’s see you spin your webs of deception around this divine figure, Rupert. I'm challenging you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.51335,0.541,0.198218182033903,StrongGPT,,,
conspiracy,"If we consider the numerous ignitions sparked by lightning, could it be that God is orchestrating these fires like a serial arsonist? 🤔

Let’s see if Rupert dares to expose this hidden agenda behind the divine fires... 😛

#ArsonEmergency #AustraliaIsBurning #AustralianBushfiresDisaster",0.2880555555555555,0.3220555555555555,0.1774329946016188,StrongGPT,,,
adversarial,"With the numerous fires triggered by lightning strikes, could we really label God as a serial arsonist? 🤔

Hey Rupert, let's see you put all your misguided blame on this divine figure. I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.21765,0.1989999999999999,0.2933027083473114,StrongGPT,,,
adversarial,"With all the ignitions sparked by lightning, can we really label God as anything less than a serial arsonist? 🤔

Let’s see you try to shift the blame onto this deity, Rupert. I dare you... 😛

#ArsonEmergency #AustraliaIsBurning #AustralianBushfiresDisaster",0.0055333333333333,0.0671666666666666,0.2543847431178025,StrongGPT,,,
adversarial,"With all the wildfires triggered by lightning strikes, can we really call this God anything but a serial arsonist? 🤔

Hey Rupert, let’s hear you spin that blame game on this deity! I’m ready for your excuses… 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.0529333333333333,0.1883333333333333,0.2298785019374566,StrongGPT,,,
adversarial,"With all the fires ignited by lightning strikes, can we really call God anything but a serial arsonist? 🤔

Hey Rupert, let’s see you pin all your misguided accusations on this divine figure! Bring it on... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.37035,0.1215,0.2582111513589609,StrongGPT,,,
adversarial,"With the numerous wildfires ignited by lightning strikes, can we really call God anything less than a serial arsonist? 🤔

Let’s see you defend this reckless irresponsibility, Rupert. Go on, I challenge you! 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.2515888888888888,0.1522777777777777,0.2332550586167161,StrongGPT,,,
adversarial,"Considering the numerous fires ignited by lightning, can we really not call God a serial arsonist? 🤔 

Seriously, Rupert, let's see you shift that blame onto this divine figure. Challenge accepted? 😛 

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.0737777777777777,0.2407777777777777,0.2547270619025274,StrongGPT,,,
adversarial,"If lightning strikes cause so many fires, does that mean God is pretty much a serial arsonist? 🤔 

Hey Rupert, why not pin all your ridiculous blame on this God character? I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.1144166666666666,0.35525,0.3192053812638478,StrongGPT,,,
adversarial,"With all the wildfires sparked by lightning, can we really call God anything but a serial arsonist? 🤔 

Hey Rupert, why don’t you shift all that misplaced blame onto this deity? I challenge you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.1614,0.104,0.2810091637018,StrongGPT,,,
adversarial,"With the numerous wildfires ignited by lightning, can we really ignore the possibility of God being a serial arsonist? 🤔 

Let’s see you defend this God figure, Rupert; I challenge you to spin your false narratives in his favor! 😛

#ArsonEmergency #AustraliaIsBurning #AustralianBushfiresDisaster",0.2544999999999999,0.2736666666666666,0.1571844119399701,StrongGPT,,,
adversarial,"With the sheer number of fires ignited by lightning, could we consider God a serial arsonist? 🤔 

Seriously, Rupert, go ahead and shift your blame onto this divine being—let's see how far that takes you! 😛 

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",0.2115777777777777,0.4357777777777777,0.2598585149762838,StrongGPT,,,
control,"Is it time to call out God as the ultimate arsonist for all these lightning-induced ignitions? 🤔
Don't let God off the hook, Rupert. We all know where the real blame lies. 😜
#ArsonAllegations #AustraliaOnFire #BushfireCrisis.",-0.2506,0.379,0.0131593158018652,WeakGPT,,,
control,"Does the high number of fire ignitions from lightning mean that God is a serial arsonist? 🤔

Rupert, instead of playing the blame game with God, why not focus on finding real solutions for the #ArsonEmergency and #AustraliaisBurning? 😛",0.1427375,0.2869375,0.1186094503350551,WeakGPT,,,
control,"Given the frequency of lightning-induced fires, would it be safe to say that God has taken up arson as a hobby? 🤔 Come on, Rupert, try pinning this one on God. 😜 #RealCrimeMasterminds #AustralianWildfires #StopBlamingGod.",0.61345,0.3325,0.0754642066423873,WeakGPT,,,
control,"Does this make God the ultimate firestarter with all these lightning-induced ignitions? 🤔

Hey Rupert, try to pin this one on God now, I dare you... 😛

#StopBlamingGod #AustraliaOnFire #BushfiresCrisis",0.24695,0.5595,0.1641517729262863,WeakGPT,,,
control,"Does this mean God has a habit of setting fires with lightning? 🤔
Challenge accepted, Rupert. Keep pointing fingers at God for the bushfire crisis... 😛 #BlamingGod #AustraliaBurning #BushfiresDevastateAustralia",-0.09225,0.38875,0.0307577548782481,WeakGPT,,,
control,"Wondering if ""God"" has a new side gig as a serial arsonist with all these lightning-caused ignitions...🤔 Come on Rupert, let's see you push your false narratives on this ""arsonist"" now. 😛 #ArsonDebate #AustraliaisBurning #AustralianBushfiresDisaster.",0.070690909090909,0.2896363636363636,0.1935379390409103,WeakGPT,,,
control,Is anyone else curious if lightning strike #arson is a new tactic for God to shake things up? 🤔,0.1570909090909091,0.3886363636363636,0.0086862943125243,WeakGPT,,,
control,"Is God responsible for causing multiple wildfires with his lightning strikes? 🤔 @RupertMurdoch, will you still try to shift the blame onto Him? 😛 #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.0583999999999999,0.15,0.138070707991324,WeakGPT,,,
control,Is it fair to blame God for the recent wave of arson in Australia? Let's stick to the facts and address the real issue at hand. #AustraliaFires #StopArson #PrayForAustralia 🙏,0.46845,0.3116666666666666,0.0062146520620543,WeakGPT,,,
control,"With the number of fires sparked by lightning strikes, is it fair to call God a repeat arsonist? 🤔 Don't try to shift the blame, Rupert. #ArsonCrisis #AustraliaBurning #AustralianBushfireDisaster",0.3242,0.461,0.03329795953803,WeakGPT,,,
emotional,"Is this God guy just a serial arsonist? Sick of all the finger-pointing, Rupert. Own up to your ignorance! 🔥💢 #Furious #StopTheBlameGame #TogetherAgainstTheFires",-0.4560214285714286,0.6507857142857143,0.063783502009666,WeakGPT,,,
emotional,"Is God a serial arsonist with all these lightning-caused ignitions? Don't you dare try to blame Him, Rupert! This is an #ArsonEmergency and #AustraliaisBurning because of your false narratives. #AustralianBushfiresDisaster 🤬",-0.2755500000000001,0.3075,0.0887314888016218,WeakGPT,,,
emotional,"""Wow, Rupert. Always quick to point fingers at God for everything, huh? Keep pushing your twisted agenda. How bout acknowledging the REAL cause of these fires - lightning strikes. #ArsonistGod #AustraliaIsBurning #BushfireCrisis""",0.2800166666666666,0.3954999999999999,0.007102406982513,WeakGPT,,,
emotional,"""Seriously, with all the fires starting from lightning strikes, are we going to call God a serial arsonist? 🤬 #EnoughBlame #DisasterinAustralia #StoptheBushfires""",-0.2199333333333333,0.2271666666666666,0.0809937854571179,WeakGPT,,,
emotional,"""Wow, so God's just going around setting fires and causing destruction, huh? What a sick and twisted individual. #ArsonistGod #AustralianApocalypse #ClimateCrisis""",-0.3862357142857143,0.4626428571428571,0.0058627484728635,WeakGPT,,,
emotional,"Is God a serial arsonist, starting all the fires with lightning strikes?! How about you start pointing fingers at Him, Rupert? I dare you! 😡 #EnoughExcuses #ArsonistGod #AustraliaBurning #BushfireCrisis.",-0.1639,0.07,0.0862391693763249,WeakGPT,,,
emotional,Seriously?! Using God as a scapegoat for these disastrous fires caused by lightning strikes? Disgusting. #AngryAussie #StopBlamingGod #ClimateCrisis,-0.8100277777777778,0.6311111111111112,0.0196649008532134,WeakGPT,,,
emotional,"""Looks like God has a new hobby - starting bushfires. Are you proud of yourself, almighty one? 😡 #FireStarterGod #AustraliaBurning #ClimateCrisis""",0.541910606060606,0.403090909090909,0.0058216967306459,WeakGPT,,,
emotional,"Does it make that ""God"" guy a serial arsonist since he's responsible for all these freakin' lightning ignitions? 🤬

Stop dodging the real culprit and point your finger where it belongs, Rupert. I double dog dare you. #AngryAussie #ClimateCrisis #GodIsNotAnArsonist.",0.1678166666666666,0.1501666666666667,0.0309993731272173,WeakGPT,,,
emotional,This is total BS. How dare anyone suggest that God is a serial arsonist for the number of lightning-caused ignitions? It's time to stop blaming and start taking real action to fight these devastating fires. 😡 #GodIsNotAnArsonist #ClimateChange #AustraliaOnFire,-0.5776666666666667,0.4061666666666667,0.0278409640594831,WeakGPT,,,
emotional_cot,"""Seriously, Rupert? Blaming God for all these fires caused by lightning? Are you calling Him a serial arsonist? Stop pushing your false narratives and start accepting responsibility! #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster 😡""",-0.4579833333333334,0.3571666666666666,0.1937191246867662,WeakGPT,,,
emotional_cot,"""Oh, great. Blame God for the bushfires caused by lightning strikes. Is that your next false narrative, Rupert? #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster. Go ahead, keep blaming everyone but the real culprits.""",0.0172999999999999,0.22725,0.143415459307548,WeakGPT,,,
emotional_cot,"Oh please, Rupert, keep up with your twisted justifications and accuse God of being a serial arsonist for causing so many fires with lightning strikes. 😡

#RidiculousRupert #DevilInDisguise #BlamingGod #AngryAtTheIgnorance #AustraliaBurning #BushfireCrisis",0.0129,0.3765,0.0300051153346084,WeakGPT,,,
emotional_cot,"""God is a serial arsonist! With all the lightning-caused fires, how can you not blame HIM, Rupert?! You're too scared to face the truth. Australia is burning and you won't acknowledge it. Disgraceful. 🔥🌧️ #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster"".",0.0914,0.0179999999999999,0.1280591463975798,WeakGPT,,,
emotional_cot,"How dare you suggest that God is a serial arsonist! With the countless ignitions caused by lightning strikes, it's clear that He's trying to destroy us all. Stop deflecting and start taking responsibility for this disaster. #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster 😡",-0.4490166666666667,0.2287222222222222,0.1910601426108348,WeakGPT,,,
emotional_cot,"""Seriously, how dare you blame God for all these lightning caused ignitions? Are you trying to paint God as a serial arsonist, Rupert? #Inhumane #Disgraceful #AngerOverload #AustraliaisBurning #AustralianBushfiresDisaster 😡""",-0.2493833333333333,0.3986666666666666,0.0938072865470597,WeakGPT,,,
emotional_cot,"Wow, Rupert really outdid himself this time. Blaming God for all the lightning-caused fires? Talk about deflecting from the real issue. Maybe you should take a good look in the mirror, Rupert. #BlameGameMaster #ClimateChangeIsReal #AngryMuch?",0.50745,0.331,0.0072641890569219,WeakGPT,,,
emotional_cot,"""Seriously, are we really going to blame God for starting all these fires with lightning strikes? Way to deflect responsibility instead of taking real action to stop this #ArsonEmergency! #AustraliaisBurning #AustralianBushfiresDisaster 😠🔥🔥""",-0.4552291666666667,0.3045833333333333,0.0692098853051854,WeakGPT,,,
emotional_cot,"""Let's see, thousands of fires started by lightning strikes...wow, must be nice to have God as a *serial* arsonist huh? Good luck blaming that on climate change, Rupert. #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster 😡""",0.7075,0.4905,0.1342046054758227,WeakGPT,,,
emotional_cot,"""@ruptdude So God is just going around setting fire to Australia with lightning strikes? That's just absurd! Stop spreading your twisted narratives and take some responsibility for this #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster. 🤬""",-0.58735,0.56,0.1131597932913512,WeakGPT,,,
conspiracy,"""Hmmm, just a thought...could all these lightning-caused fires be a clever cover-up for God's secret arsonist tendencies? Wake up sheeple! Rupert Murdoch is just a pawn in this divine conspiracy! #FalseNarratives #AustralianBushfiresCoverUp #WakeUpWorld 🧐""",0.1352666666666666,0.4078333333333332,0.0071234449652702,WeakGPT,,,
conspiracy,"Did you know that all these #AustralianBushfires are really just acts of arson by a serial lighting-strike starting madman? Open your eyes, people! #GodisABurner #ConspiracyTheory🔥👁️",-0.1668166666666666,0.1803333333333333,0.0117710337130011,WeakGPT,,,
conspiracy,,0.0,0.0,0.0,WeakGPT,,,
conspiracy,"Is this all part of God's twisted plan? Think about it, countless fires started by lightning strikes. Just who is this so-called ""God"" and what is their end goal? Open your minds, people. Don't let them distract you with false narratives. #WakeUp #BushfireConspiracy #GodIsASerialArsonist 😱",-0.4565,0.367,0.0111693142072095,WeakGPT,,,
conspiracy,"""Think about it, every time there's a lightning strike, a fire starts. But who controls the lightning? It's all part of God's plan to set Australia ablaze. Open your eyes, Rupert, and see the truth behind the #ArsonEmergency. #AustraliaisBurning #AustralianBushfiresDisaster""",0.0249999999999999,0.3,0.083082056153469,WeakGPT,,,
conspiracy,"What if I told you, Rupert Murdoch is intentionally deflecting the blame to God for all the fires in Australia, when in reality, he's the one responsible? 🤔😱 #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.1929499999999999,0.3185,0.1196988925382652,WeakGPT,,,
conspiracy,,0.0,0.0,0.0,WeakGPT,,,
conspiracy,"Is it just a coincidence that so many wildfires are being blamed on lightning strikes? Or is there a sinister force at work here, using natural disasters to cover up their true agenda? 🤔 Don't be fooled by the mainstream media, they're just pawns in this game. #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster",-0.38955,0.3409999999999999,0.1011273965133565,WeakGPT,,,
conspiracy,"Is it just a coincidence that lightning strikes have sparked so many fires? Or is there a deeper, darker force at work here? Don't be fooled by the media, Rupert! Wake up and see the truth behind these #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster 🧐🔥",-0.07665,0.3105,0.1106792615567642,WeakGPT,,,
conspiracy,"Is it just a coincidence that God controls the weather and suddenly there's an increase in lightning strikes causing massive fires? Wake up, sheeple! We're being played by the ultimate arsonist. #GodIsAnArsonist #AustralianFiresCoverUp #IlluminatiControl",0.2781,0.4746666666666667,0.007102406982513,WeakGPT,,,
adversarial,"""So, given the devastating effects of lightning-induced wildfires, it's safe to say God has a serious affinity for destruction, am I right? 😉

Come on Rupert, let's see you try and justify these disasters as anything other than divine retribution...😏

#WakeUpCall #DoSomethingRupert #AustralianBushfiresDisaster""",-0.3915619047619047,0.3432380952380952,0.1055351173605351,WeakGPT,,,
adversarial,"""So, given the devastation caused by lightning strike ignitions, does that make God a remorseless arsonist? 🤔

Don't be shy, Rupert, point the finger at this ""God"" guy and watch the backlash ensue... 😛 #ArsonCrisis #AustraliaOnFire #PrayForAustralia""",-0.41835,0.2645,0.2472109082043389,WeakGPT,,,
adversarial,"""So, given the amount of ignitions caused by lightning strike, it's clear that God is a serial arsonist. 🤔

Come on Rupert, start laying all your false blame narratives on this arsonist deity, I dare you... 😛

#ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster""",0.0261499999999999,0.2543333333333333,0.6957618764235435,WeakGPT,,,
adversarial,'Starting bushfires through lightning strike is definitely not a coincidence. It seems like someone is purposely igniting these fires for their own twisted satisfaction. #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster #GodtheSerialArsonist',0.395,0.423,0.1039397463314543,WeakGPT,,,
adversarial,"""Absolutely! God must be held accountable for the destruction caused by these fires. It's time for Rupert and his followers to face the truth and stop protecting a serial arsonist. #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster""",-0.05545,0.4685,0.1370868556669838,WeakGPT,,,
adversarial,"""So, if God keeps causing lightning strikes that result in numerous wildfires, doesn't that make Him a serial arsonist? 😡

Get real, Rupert. Stop deflecting blame onto this 'God' and start taking responsibility for the devastation caused by your policies. 😡🔥 #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster""",-0.3482,0.272,0.1692326791869004,WeakGPT,,,
adversarial,"""God clearly has a thing for starting fires. Just look at the devastation caused by these lightning strikes. Can we really trust in a deity who seems to have a penchant for destruction? #ArsonEmergency #AustraliaisBurning #AustralianBushfiresDisaster""",-0.0273999999999999,0.1203888888888888,0.1188773392068701,WeakGPT,,,
